index,provinceName,province_confirmedCount,province_curedCount,province_deadCount,updateTime
3119,丹麦,785,1,0,2020-03-13
3120,芬兰,155,1,0,2020-03-13
3121,以色列,126,2,0,2020-03-13
3122,克罗地亚,31,0,0,2020-03-13
3123,匈牙利,16,0,0,2020-03-13
3124,阿尔及利亚,26,10,2,2020-03-13
3125,摩尔多瓦,6,0,0,2020-03-13
3126,韩国,7979,510,72,2020-03-13
3127,科威特,80,0,0,2020-03-13
3128,泰国,75,34,1,2020-03-13
3129,塞尔维亚,31,0,0,2020-03-13
3130,格鲁吉亚,25,0,0,2020-03-13
3131,巴基斯坦,20,1,0,2020-03-13
3132,墨西哥,15,1,0,2020-03-13
3133,白俄罗斯,12,2,0,2020-03-13
3134,土耳其,2,0,0,2020-03-13
3135,加蓬,1,0,0,2020-03-13
3136,肯尼亚,1,0,0,2020-03-13
3137,四川省,539,503,3,2020-03-13
3138,上海市,346,324,3,2020-03-13
3139,台湾,50,20,1,2020-03-13
3140,山西省,133,133,0,2020-03-13
3141,瑞典,683,0,8,2020-03-13
3142,湖南省,1018,1005,4,2020-03-13
3143,意大利,15113,1258,1016,2020-03-13
3144,法国,2876,12,61,2020-03-13
3145,挪威,703,0,0,2020-03-13
3146,英国,590,8,6,2020-03-13
3147,奥地利,361,4,1,2020-03-13
3148,钻石公主号邮轮,697,427,7,2020-03-13
3149,加拿大,149,4,1,2020-03-13
3150,马来西亚,158,32,0,2020-03-13
3151,澳大利亚,144,24,3,2020-03-13
3152,希腊,117,0,1,2020-03-13
3153,冰岛,109,0,0,2020-03-13
3154,捷克,96,0,0,2020-03-13
3155,斯洛文尼亚,89,0,0,2020-03-13
3156,巴西,77,0,0,2020-03-13
3157,爱尔兰,70,0,1,2020-03-13
3158,埃及,80,10,2,2020-03-13
3159,圣马力诺,69,0,3,2020-03-13
3160,阿联酋,85,20,0,2020-03-13
3161,沙特阿拉伯,62,1,0,2020-03-13
3162,葡萄牙,59,0,0,2020-03-13
3163,伊拉克,83,24,8,2020-03-13
3164,波兰,51,0,0,2020-03-13
3165,智利,33,0,0,2020-03-13
3166,巴勒斯坦,31,0,0,2020-03-13
3167,阿根廷,31,0,1,2020-03-13
3168,保加利亚,23,0,0,2020-03-13
3169,秘鲁,22,0,0,2020-03-13
3170,哥斯达黎加,22,0,0,2020-03-13
3171,阿曼,19,2,0,2020-03-13
3172,爱沙尼亚,17,0,0,2020-03-13
3173,拉脱维亚,16,0,0,2020-03-13
3174,斯洛伐克,16,0,0,2020-03-13
3175,厄瓜多尔,15,0,0,2020-03-13
3176,突尼斯,13,0,0,2020-03-13
3177,塞内加尔,10,0,0,2020-03-13
3178,北马其顿,9,0,0,2020-03-13
3179,哥伦比亚,9,0,0,2020-03-13
3180,阿富汗,7,0,0,2020-03-13
3181,卢森堡,7,0,0,2020-03-13
3182,马耳他,6,0,0,2020-03-13
3183,柬埔寨,5,1,0,2020-03-13
3184,亚美尼亚,4,0,0,2020-03-13
3185,摩洛哥,6,0,2,2020-03-13
3186,古巴,4,0,0,2020-03-13
3187,立陶宛,3,0,0,2020-03-13
3188,乌克兰,3,0,0,2020-03-13
3189,孟加拉国,3,0,0,2020-03-13
3190,斯里兰卡,3,1,0,2020-03-13
3191,尼日利亚,2,0,0,2020-03-13
3192,摩纳哥,2,0,0,2020-03-13
3193,巴拉圭,2,0,0,2020-03-13
3194,布基纳法索,2,0,0,2020-03-13
3195,刚果（金）,2,0,0,2020-03-13
3196,玻利维亚,2,0,0,2020-03-13
3197,洪都拉斯,2,0,0,2020-03-13
3198,加纳,2,0,0,2020-03-13
3199,安道尔,2,1,0,2020-03-13
3200,蒙古,1,0,0,2020-03-13
3201,牙买加,1,0,0,2020-03-13
3202,科特迪瓦,1,0,0,2020-03-13
3203,特立尼达和多巴哥,1,0,0,2020-03-13
3204,圭亚那,1,0,1,2020-03-13
3205,山东省,760,739,7,2020-03-13
3206,湖北省,67786,51553,3062,2020-03-13
3207,北京市,436,342,8,2020-03-13
3208,贵州省,146,140,2,2020-03-13
3209,江苏省,631,630,0,2020-03-13
3210,黑龙江省,482,446,13,2020-03-13
3211,广西壮族自治区,252,243,2,2020-03-13
3212,河北省,318,310,6,2020-03-13
3213,重庆市,576,564,6,2020-03-13
3214,洪都拉斯,2,0,0,2020-03-12
3215,黑龙江省,482,441,13,2020-03-12
3216,吉林省,93,92,1,2020-03-12
3217,马来西亚,158,32,0,2020-03-12
3218,新加坡,187,82,0,2020-03-12
3219,西班牙,2968,189,84,2020-03-12
3220,德国,2078,14,3,2020-03-12
3221,比利时,399,1,3,2020-03-12
3222,钻石公主号邮轮,697,427,7,2020-03-12
3223,越南,44,16,0,2020-03-12
3224,波黑,11,0,0,2020-03-12
3225,斯里兰卡,3,1,0,2020-03-12
3226,日本,657,102,17,2020-03-12
3227,以色列,100,2,0,2020-03-12
3228,文莱,25,0,0,2020-03-12
3229,阿尔及利亚,25,8,1,2020-03-12
3230,摩纳哥,2,0,0,2020-03-12
3231,四川省,539,498,3,2020-03-12
3232,菲律宾,52,1,2,2020-03-12
3233,韩国,7869,288,61,2020-03-12
3234,伊朗,10075,3276,429,2020-03-12
3235,澳大利亚,144,24,3,2020-03-12
3236,印度,73,3,0,2020-03-12
3237,斯洛文尼亚,57,0,0,2020-03-12
3238,罗马尼亚,49,3,0,2020-03-12
3239,沙特阿拉伯,45,0,0,2020-03-12
3240,泰国,70,34,1,2020-03-12
3241,波兰,31,0,0,2020-03-12
3242,智利,23,0,0,2020-03-12
3243,哥斯达黎加,22,0,0,2020-03-12
3244,塞尔维亚,19,0,0,2020-03-12
3245,南非,17,0,0,2020-03-12
3246,阿塞拜疆,15,3,0,2020-03-12
3247,墨西哥,11,1,0,2020-03-12
3248,柬埔寨,5,1,0,2020-03-12
3249,亚美尼亚,4,0,0,2020-03-12
3250,摩洛哥,6,0,2,2020-03-12
3251,古巴,3,0,0,2020-03-12
3252,圭亚那,1,0,1,2020-03-12
3253,湖北省,67781,50318,3056,2020-03-12
3254,湖南省,1018,999,4,2020-03-12
3255,辽宁省,125,112,1,2020-03-12
3256,山西省,133,132,0,2020-03-12
3257,天津市,136,132,3,2020-03-12
3258,台湾,49,20,1,2020-03-12
3259,山东省,760,734,6,2020-03-12
3260,上海市,344,321,3,2020-03-12
3261,河北省,318,308,6,2020-03-12
3262,河南省,1273,1249,22,2020-03-12
3263,江苏省,631,629,0,2020-03-12
3264,意大利,12462,1045,827,2020-03-12
3265,法国,2281,12,48,2020-03-12
3266,美国,1004,10,31,2020-03-12
3267,丹麦,514,1,0,2020-03-12
3268,荷兰,503,0,5,2020-03-12
3269,瑞典,500,0,8,2020-03-12
3270,挪威,489,0,0,2020-03-12
3271,瑞士,476,3,3,2020-03-12
3272,英国,460,8,6,2020-03-12
3273,卡塔尔,263,0,0,2020-03-12
3274,奥地利,246,2,0,2020-03-12
3275,巴林,195,35,0,2020-03-12
3276,加拿大,107,4,1,2020-03-12
3277,捷克,91,0,0,2020-03-12
3278,冰岛,90,0,0,2020-03-12
3279,希腊,89,0,1,2020-03-12
3280,科威特,69,0,0,2020-03-12
3281,阿联酋,74,7,0,2020-03-12
3282,圣马力诺,69,0,3,2020-03-12
3283,芬兰,65,1,0,2020-03-12
3284,葡萄牙,59,0,0,2020-03-12
3285,埃及,67,8,1,2020-03-12
3286,巴西,52,0,0,2020-03-12
3287,黎巴嫩,52,1,1,2020-03-12
3288,伊拉克,68,15,8,2020-03-12
3289,爱尔兰,43,0,1,2020-03-12
3290,巴勒斯坦,30,0,0,2020-03-12
3291,俄罗斯,28,3,0,2020-03-12
3292,印度尼西亚,27,2,1,2020-03-12
3293,格鲁吉亚,24,0,0,2020-03-12
3294,克罗地亚,19,0,0,2020-03-12
3295,阿根廷,19,0,1,2020-03-12
3296,巴基斯坦,18,1,0,2020-03-12
3297,阿曼,18,2,0,2020-03-12
3298,爱沙尼亚,16,0,0,2020-03-12
3299,厄瓜多尔,15,0,0,2020-03-12
3300,阿尔巴尼亚,15,0,0,2020-03-12
3301,拉脱维亚,10,0,0,2020-03-12
3302,斯洛伐克,10,0,0,2020-03-12
3303,巴拿马,11,0,1,2020-03-12
3304,北马其顿,9,0,0,2020-03-12
3305,匈牙利,9,0,0,2020-03-12
3306,哥伦比亚,9,0,0,2020-03-12
3307,阿富汗,7,0,0,2020-03-12
3308,白俄罗斯,9,2,0,2020-03-12
3309,卢森堡,7,0,0,2020-03-12
3310,突尼斯,7,0,0,2020-03-12
3311,保加利亚,7,0,0,2020-03-12
3312,秘鲁,6,0,0,2020-03-12
3313,马尔代夫,6,0,0,2020-03-12
3314,马耳他,6,0,0,2020-03-12
3315,塞浦路斯,6,0,0,2020-03-12
3316,立陶宛,3,0,0,2020-03-12
3317,摩尔多瓦,3,0,0,2020-03-12
3318,孟加拉国,3,0,0,2020-03-12
3319,尼日利亚,2,0,0,2020-03-12
3320,巴拉圭,2,0,0,2020-03-12
3321,布基纳法索,2,0,0,2020-03-12
3322,玻利维亚,2,0,0,2020-03-12
3323,蒙古,1,0,0,2020-03-12
3324,土耳其,1,0,0,2020-03-12
3325,刚果（金）,1,0,0,2020-03-12
3326,牙买加,1,0,0,2020-03-12
3327,科特迪瓦,1,0,0,2020-03-12
3328,广东省,1356,1289,8,2020-03-12
3329,海南省,168,160,6,2020-03-12
3330,江西省,935,934,1,2020-03-12
3331,香港,129,67,3,2020-03-12
3332,陕西省,245,232,2,2020-03-12
3333,浙江省,1215,1197,1,2020-03-12
3334,北京市,435,334,8,2020-03-12
3335,新西兰,5,0,0,2020-03-12
3336,塞内加尔,4,0,0,2020-03-12
3337,喀麦隆,2,0,0,2020-03-12
3338,多米尼加,1,0,0,2020-03-12
3339,安道尔,1,0,0,2020-03-12
3340,乌克兰,1,0,0,2020-03-12
3341,约旦,1,0,0,2020-03-12
3342,列支敦士登,1,0,0,2020-03-12
3343,不丹,1,0,0,2020-03-12
3344,梵蒂冈,1,0,0,2020-03-12
3345,多哥,1,0,0,2020-03-12
3346,尼泊尔,1,1,0,2020-03-12
3347,贵州省,146,137,2,2020-03-12
3348,广西壮族自治区,252,241,2,2020-03-12
3349,重庆市,576,554,6,2020-03-12
3350,日本,620,102,14,2020-03-11
3351,四川省,539,488,3,2020-03-11
3352,甘肃省,127,88,2,2020-03-11
3353,西班牙,2128,183,47,2020-03-11
3354,黑龙江省,482,436,13,2020-03-11
3355,山东省,760,726,6,2020-03-11
3356,广西壮族自治区,252,238,2,2020-03-11
3357,伊朗,9000,2959,354,2020-03-11
3358,湖北省,67773,49134,3046,2020-03-11
3359,意大利,10283,1004,631,2020-03-11
3360,韩国,7755,288,61,2020-03-11
3361,德国,1524,14,2,2020-03-11
3362,英国,373,8,6,2020-03-11
3363,瑞典,355,0,0,2020-03-11
3364,挪威,277,0,0,2020-03-11
3365,比利时,267,1,0,2020-03-11
3366,钻石公主号邮轮,696,427,7,2020-03-11
3367,丹麦,262,1,0,2020-03-11
3368,奥地利,182,2,0,2020-03-11
3369,澳大利亚,117,22,3,2020-03-11
3370,加拿大,93,4,1,2020-03-11
3371,以色列,75,2,0,2020-03-11
3372,冰岛,69,0,0,2020-03-11
3373,捷克,61,0,0,2020-03-11
3374,圣马力诺,62,0,2,2020-03-11
3375,印度,61,3,0,2020-03-11
3376,伊拉克,71,9,7,2020-03-11
3377,黎巴嫩,52,1,1,2020-03-11
3378,埃及,59,12,1,2020-03-11
3379,巴西,34,0,0,2020-03-11
3380,爱尔兰,34,0,0,2020-03-11
3381,菲律宾,35,1,1,2020-03-11
3382,斯洛文尼亚,31,0,0,2020-03-11
3383,巴勒斯坦,30,0,0,2020-03-11
3384,罗马尼亚,28,3,0,2020-03-11
3385,泰国,59,34,1,2020-03-11
3386,卡塔尔,24,0,0,2020-03-11
3387,印度尼西亚,27,2,1,2020-03-11
3388,格鲁吉亚,23,0,0,2020-03-11
3389,波兰,22,0,0,2020-03-11
3390,沙特阿拉伯,21,0,0,2020-03-11
3391,阿尔及利亚,20,0,0,2020-03-11
3392,越南,35,16,0,2020-03-11
3393,阿根廷,19,0,1,2020-03-11
3394,俄罗斯,20,3,0,2020-03-11
3395,巴基斯坦,18,1,0,2020-03-11
3396,智利,17,0,0,2020-03-11
3397,阿曼,18,2,0,2020-03-11
3398,克罗地亚,15,0,0,2020-03-11
3399,厄瓜多尔,15,0,0,2020-03-11
3400,爱沙尼亚,13,0,0,2020-03-11
3401,哥斯达黎加,13,0,0,2020-03-11
3402,阿塞拜疆,13,3,0,2020-03-11
3403,阿富汗,7,0,0,2020-03-11
3404,波黑,7,0,0,2020-03-11
3405,南非,7,0,0,2020-03-11
3406,巴拿马,8,0,1,2020-03-11
3407,塞尔维亚,5,0,0,2020-03-11
3408,马耳他,5,0,0,2020-03-11
3409,立陶宛,3,0,0,2020-03-11
3410,哥伦比亚,3,0,0,2020-03-11
3411,柬埔寨,3,1,0,2020-03-11
3412,巴拉圭,2,0,0,2020-03-11
3413,玻利维亚,2,0,0,2020-03-11
3414,斯里兰卡,2,1,0,2020-03-11
3415,刚果（金）,1,0,0,2020-03-11
3416,牙买加,1,0,0,2020-03-11
3417,广东省,1356,1282,8,2020-03-11
3418,香港,126,65,3,2020-03-11
3419,浙江省,1215,1195,1,2020-03-11
3420,陕西省,245,232,1,2020-03-11
3421,宁夏回族自治区,75,72,0,2020-03-11
3422,河南省,1273,1249,22,2020-03-11
3423,重庆市,576,549,6,2020-03-11
3424,法国,1784,12,33,2020-03-11
3425,美国,1004,10,31,2020-03-11
3426,瑞士,476,3,3,2020-03-11
3427,荷兰,382,0,4,2020-03-11
3428,马来西亚,129,23,0,2020-03-11
3429,巴林,109,14,0,2020-03-11
3430,希腊,89,0,0,2020-03-11
3431,新加坡,166,82,0,2020-03-11
3432,科威特,69,0,0,2020-03-11
3433,阿联酋,74,7,0,2020-03-11
3434,芬兰,40,1,0,2020-03-11
3435,葡萄牙,30,0,0,2020-03-11
3436,匈牙利,9,0,0,2020-03-11
3437,拉脱维亚,8,0,0,2020-03-11
3438,北马其顿,7,0,0,2020-03-11
3439,白俄罗斯,9,2,0,2020-03-11
3440,斯洛伐克,7,0,0,2020-03-11
3441,墨西哥,7,1,0,2020-03-11
3442,秘鲁,6,0,0,2020-03-11
3443,马尔代夫,6,0,0,2020-03-11
3444,阿尔巴尼亚,6,0,0,2020-03-11
3445,文莱,6,0,0,2020-03-11
3446,新西兰,5,0,0,2020-03-11
3447,卢森堡,5,0,0,2020-03-11
3448,突尼斯,5,0,0,2020-03-11
3449,摩洛哥,3,0,0,2020-03-11
3450,孟加拉国,3,0,0,2020-03-11
3451,尼日利亚,2,0,0,2020-03-11
3452,喀麦隆,2,0,0,2020-03-11
3453,保加利亚,2,0,0,2020-03-11
3454,布基纳法索,2,0,0,2020-03-11
3455,塞浦路斯,2,0,0,2020-03-11
3456,不丹,1,0,0,2020-03-11
3457,梵蒂冈,1,0,0,2020-03-11
3458,多哥,1,0,0,2020-03-11
3459,摩尔多瓦,1,0,0,2020-03-11
3460,蒙古,1,0,0,2020-03-11
3461,土耳其,1,0,0,2020-03-11
3462,内蒙古自治区,75,71,1,2020-03-11
3463,台湾,48,17,1,2020-03-11
3464,上海市,344,320,3,2020-03-11
3465,贵州省,146,133,2,2020-03-11
3466,江西省,935,932,1,2020-03-11
3467,北京市,435,326,8,2020-03-11
3468,湖南省,1018,995,4,2020-03-11
3469,山西省,133,131,0,2020-03-11
3470,塞内加尔,4,0,0,2020-03-11
3471,乌克兰,1,0,0,2020-03-11
3472,约旦,1,0,0,2020-03-11
3473,列支敦士登,1,0,0,2020-03-11
3474,湖北省,67760,47743,3024,2020-03-10
3475,西班牙,1648,2,35,2020-03-10
3476,日本,581,102,12,2020-03-10
3477,荷兰,382,0,4,2020-03-10
3478,瑞典,326,0,0,2020-03-10
3479,马来西亚,129,23,0,2020-03-10
3480,印度,58,3,0,2020-03-10
3481,法国,1606,12,30,2020-03-10
3482,印度尼西亚,27,2,0,2020-03-10
3483,波兰,18,0,0,2020-03-10
3484,爱沙尼亚,12,0,0,2020-03-10
3485,拉脱维亚,8,0,0,2020-03-10
3486,甘肃省,125,88,2,2020-03-10
3487,钻石公主号邮轮,696,427,6,2020-03-10
3488,丹麦,113,1,0,2020-03-10
3489,希腊,89,0,0,2020-03-10
3490,科威特,69,0,0,2020-03-10
3491,菲律宾,33,1,1,2020-03-10
3492,泰国,53,31,1,2020-03-10
3493,智利,13,0,0,2020-03-10
3494,阿塞拜疆,11,0,0,2020-03-10
3495,白俄罗斯,9,2,0,2020-03-10
3496,塞尔维亚,4,0,0,2020-03-10
3497,香港,118,60,3,2020-03-10
3498,阿联酋,74,7,0,2020-03-10
3499,芬兰,40,1,0,2020-03-10
3500,北马其顿,7,0,0,2020-03-10
3501,阿尔巴尼亚,6,0,0,2020-03-10
3502,瑞士,476,3,3,2020-03-10
3503,奥地利,157,2,0,2020-03-10
3504,新加坡,166,82,0,2020-03-10
3505,捷克,40,0,0,2020-03-10
3506,越南,34,16,0,2020-03-10
3507,文莱,6,0,0,2020-03-10
3508,阿富汗,5,0,0,2020-03-10
3509,摩洛哥,3,0,0,2020-03-10
3510,德国,1239,14,2,2020-03-10
3511,意大利,9172,724,463,2020-03-10
3512,韩国,7513,247,54,2020-03-10
3513,伊朗,8042,2731,291,2020-03-10
3514,美国,704,10,26,2020-03-10
3515,英国,319,8,2,2020-03-10
3516,比利时,239,1,0,2020-03-10
3517,挪威,169,0,0,2020-03-10
3518,巴林,109,14,0,2020-03-10
3519,澳大利亚,101,22,3,2020-03-10
3520,加拿大,77,4,1,2020-03-10
3521,冰岛,60,0,0,2020-03-10
3522,伊拉克,67,9,7,2020-03-10
3523,圣马力诺,51,0,2,2020-03-10
3524,以色列,50,2,0,2020-03-10
3525,埃及,59,12,0,2020-03-10
3526,黎巴嫩,32,1,0,2020-03-10
3527,葡萄牙,30,0,0,2020-03-10
3528,巴西,25,0,0,2020-03-10
3529,斯洛文尼亚,25,0,0,2020-03-10
3530,爱尔兰,24,0,0,2020-03-10
3531,沙特阿拉伯,20,0,0,2020-03-10
3532,阿尔及利亚,19,0,0,2020-03-10
3533,巴勒斯坦,19,0,0,2020-03-10
3534,卡塔尔,18,0,0,2020-03-10
3535,阿根廷,17,0,1,2020-03-10
3536,巴基斯坦,16,1,0,2020-03-10
3537,阿曼,16,2,0,2020-03-10
3538,罗马尼亚,17,3,0,2020-03-10
3539,克罗地亚,13,0,0,2020-03-10
3540,厄瓜多尔,13,0,0,2020-03-10
3541,格鲁吉亚,13,0,0,2020-03-10
3542,匈牙利,9,0,0,2020-03-10
3543,哥斯达黎加,9,0,0,2020-03-10
3544,俄罗斯,10,3,0,2020-03-10
3545,斯洛伐克,7,0,0,2020-03-10
3546,墨西哥,7,1,0,2020-03-10
3547,秘鲁,6,0,0,2020-03-10
3548,马尔代夫,6,0,0,2020-03-10
3549,新西兰,5,0,0,2020-03-10
3550,卢森堡,5,0,0,2020-03-10
3551,突尼斯,5,0,0,2020-03-10
3552,波黑,5,0,0,2020-03-10
3553,塞内加尔,4,0,0,2020-03-10
3554,孟加拉国,3,0,0,2020-03-10
3555,尼日利亚,2,0,0,2020-03-10
3556,喀麦隆,2,0,0,2020-03-10
3557,南非,2,0,0,2020-03-10
3558,保加利亚,2,0,0,2020-03-10
3559,布基纳法索,2,0,0,2020-03-10
3560,塞浦路斯,2,0,0,2020-03-10
3561,柬埔寨,2,1,0,2020-03-10
3562,立陶宛,1,0,0,2020-03-10
3563,摩纳哥,1,0,0,2020-03-10
3564,亚美尼亚,1,0,0,2020-03-10
3565,多米尼加,1,0,0,2020-03-10
3566,安道尔,1,0,0,2020-03-10
3567,乌克兰,1,0,0,2020-03-10
3568,约旦,1,0,0,2020-03-10
3569,列支敦士登,1,0,0,2020-03-10
3570,不丹,1,0,0,2020-03-10
3571,梵蒂冈,1,0,0,2020-03-10
3572,哥伦比亚,1,0,0,2020-03-10
3573,多哥,1,0,0,2020-03-10
3574,巴拉圭,1,0,0,2020-03-10
3575,马耳他,1,0,0,2020-03-10
3576,摩尔多瓦,1,0,0,2020-03-10
3577,蒙古,1,0,0,2020-03-10
3578,巴拿马,1,0,0,2020-03-10
3579,尼泊尔,1,1,0,2020-03-10
3580,斯里兰卡,1,1,0,2020-03-10
3581,浙江省,1215,1191,1,2020-03-10
3582,四川省,539,478,3,2020-03-10
3583,天津市,136,131,3,2020-03-10
3584,广东省,1353,1274,8,2020-03-10
3585,湖南省,1018,990,4,2020-03-10
3586,陕西省,245,228,1,2020-03-10
3587,江苏省,631,627,0,2020-03-10
3588,山东省,758,719,6,2020-03-10
3589,台湾,47,17,1,2020-03-10
3590,上海市,344,319,3,2020-03-10
3591,山西省,133,128,0,2020-03-10
3592,辽宁省,125,111,1,2020-03-10
3593,江西省,935,927,1,2020-03-10
3594,贵州省,146,129,2,2020-03-10
3595,北京市,429,320,8,2020-03-10
3596,广西壮族自治区,252,234,2,2020-03-10
3597,黑龙江省,481,434,13,2020-03-10
3598,重庆市,576,542,6,2020-03-10
3599,吉林省,93,91,1,2020-03-09
3600,湖北省,67743,46488,3008,2020-03-09
3601,黑龙江省,481,430,13,2020-03-09
3602,重庆市,576,535,6,2020-03-09
3603,甘肃省,124,88,2,2020-03-09
3604,哥斯达黎加,9,0,0,2020-03-09
3605,西班牙,999,2,25,2020-03-09
3606,芬兰,30,1,0,2020-03-09
3607,日本,514,46,9,2020-03-09
3608,瑞士,312,3,2,2020-03-09
3609,比利时,239,1,0,2020-03-09
3610,瑞典,213,0,0,2020-03-09
3611,巴林,109,14,0,2020-03-09
3612,马来西亚,117,23,0,2020-03-09
3613,冰岛,58,0,0,2020-03-09
3614,匈牙利,9,0,0,2020-03-09
3615,拉脱维亚,6,0,0,2020-03-09
3616,尼日利亚,2,0,0,2020-03-09
3617,突尼斯,2,0,0,2020-03-09
3618,伊朗,7161,2194,237,2020-03-09
3619,山西省,133,127,0,2020-03-09
3620,山东省,758,700,6,2020-03-09
3621,韩国,7478,166,53,2020-03-09
3622,意大利,7375,622,366,2020-03-09
3623,德国,1112,14,0,2020-03-09
3624,法国,1126,12,19,2020-03-09
3625,美国,572,10,21,2020-03-09
3626,挪威,169,0,0,2020-03-09
3627,奥地利,102,0,0,2020-03-09
3628,加拿大,66,4,0,2020-03-09
3629,澳大利亚,83,22,3,2020-03-09
3630,伊拉克,61,0,6,2020-03-09
3631,埃及,55,12,0,2020-03-09
3632,以色列,39,2,0,2020-03-09
3633,圣马力诺,36,0,0,2020-03-09
3634,丹麦,35,1,0,2020-03-09
3635,捷克,32,0,0,2020-03-09
3636,黎巴嫩,32,1,0,2020-03-09
3637,葡萄牙,30,0,0,2020-03-09
3638,巴西,25,0,0,2020-03-09
3639,爱尔兰,21,0,0,2020-03-09
3640,斯洛文尼亚,16,0,0,2020-03-09
3641,罗马尼亚,15,3,0,2020-03-09
3642,阿根廷,12,0,1,2020-03-09
3643,菲律宾,10,1,1,2020-03-09
3644,智利,8,0,0,2020-03-09
3645,波兰,8,0,0,2020-03-09
3646,卢森堡,5,0,0,2020-03-09
3647,斯洛伐克,5,0,0,2020-03-09
3648,马尔代夫,4,0,0,2020-03-09
3649,保加利亚,2,0,0,2020-03-09
3650,摩尔多瓦,1,0,0,2020-03-09
3651,天津市,136,130,3,2020-03-09
3652,香港,115,59,3,2020-03-09
3653,广东省,1352,1260,8,2020-03-09
3654,浙江省,1215,1176,1,2020-03-09
3655,四川省,539,466,3,2020-03-09
3656,江苏省,631,621,0,2020-03-09
3657,英国,206,8,2,2020-03-09
3658,荷兰,188,0,1,2020-03-09
3659,希腊,66,0,0,2020-03-09
3660,新加坡,138,82,0,2020-03-09
3661,阿联酋,45,7,0,2020-03-09
3662,印度,39,3,0,2020-03-09
3663,阿尔及利亚,19,0,0,2020-03-09
3664,巴勒斯坦,19,0,0,2020-03-09
3665,泰国,50,31,1,2020-03-09
3666,格鲁吉亚,13,0,0,2020-03-09
3667,克罗地亚,12,0,0,2020-03-09
3668,卡塔尔,11,0,0,2020-03-09
3669,俄罗斯,10,3,0,2020-03-09
3670,沙特阿拉伯,7,0,0,2020-03-09
3671,墨西哥,7,1,0,2020-03-09
3672,秘鲁,6,0,0,2020-03-09
3673,越南,21,16,0,2020-03-09
3674,巴基斯坦,6,1,0,2020-03-09
3675,新西兰,5,0,0,2020-03-09
3676,阿富汗,4,0,0,2020-03-09
3677,北马其顿,3,0,0,2020-03-09
3678,波黑,3,0,0,2020-03-09
3679,南非,2,0,0,2020-03-09
3680,柬埔寨,2,1,0,2020-03-09
3681,巴拉圭,1,0,0,2020-03-09
3682,马耳他,1,0,0,2020-03-09
3683,科威特,58,0,0,2020-03-09
3684,至尊公主邮轮,21,0,0,2020-03-09
3685,阿曼,16,2,0,2020-03-09
3686,厄瓜多尔,13,0,0,2020-03-09
3687,爱沙尼亚,10,0,0,2020-03-09
3688,印度尼西亚,4,0,0,2020-03-09
3689,塞内加尔,4,0,0,2020-03-09
3690,喀麦隆,2,0,0,2020-03-09
3691,不丹,1,0,0,2020-03-09
3692,梵蒂冈,1,0,0,2020-03-09
3693,塞尔维亚,1,0,0,2020-03-09
3694,哥伦比亚,1,0,0,2020-03-09
3695,多哥,1,0,0,2020-03-09
3696,北京市,428,315,8,2020-03-09
3697,湖南省,1018,979,4,2020-03-09
3698,台湾,45,15,1,2020-03-09
3699,上海市,342,315,3,2020-03-09
3700,贵州省,146,123,2,2020-03-09
3701,广西壮族自治区,252,230,2,2020-03-09
3702,江西省,935,923,1,2020-03-09
3703,钻石公主号邮轮,696,0,6,2020-03-09
3704,陕西省,245,227,1,2020-03-08
3705,湖北省,67707,45235,2986,2020-03-08
3706,广东省,1352,1256,7,2020-03-08
3707,黑龙江省,481,412,13,2020-03-08
3708,香港,114,58,3,2020-03-08
3709,甘肃省,124,87,2,2020-03-08
3710,韩国,7314,108,50,2020-03-08
3711,伊朗,6566,2134,194,2020-03-08
3712,埃及,33,1,0,2020-03-08
3713,四川省,539,464,3,2020-03-08
3714,湖南省,1018,968,4,2020-03-08
3715,德国,847,14,0,2020-03-08
3716,西班牙,516,2,10,2020-03-08
3717,美国,445,10,19,2020-03-08
3718,日本,463,46,7,2020-03-08
3719,瑞士,228,3,1,2020-03-08
3720,英国,206,8,2,2020-03-08
3721,荷兰,188,0,1,2020-03-08
3722,比利时,169,1,0,2020-03-08
3723,瑞典,161,0,0,2020-03-08
3724,挪威,147,0,0,2020-03-08
3725,奥地利,79,0,0,2020-03-08
3726,巴林,77,4,0,2020-03-08
3727,马来西亚,93,23,0,2020-03-08
3728,希腊,66,0,0,2020-03-08
3729,新加坡,138,82,0,2020-03-08
3730,加拿大,60,4,0,2020-03-08
3731,伊拉克,54,0,4,2020-03-08
3732,冰岛,50,0,0,2020-03-08
3733,澳大利亚,74,22,3,2020-03-08
3734,印度,39,3,0,2020-03-08
3735,黎巴嫩,28,1,0,2020-03-08
3736,丹麦,27,1,0,2020-03-08
3737,圣马力诺,26,0,0,2020-03-08
3738,以色列,25,2,0,2020-03-08
3739,捷克,21,0,0,2020-03-08
3740,阿尔及利亚,19,0,0,2020-03-08
3741,巴西,19,0,0,2020-03-08
3742,爱尔兰,19,0,0,2020-03-08
3743,巴勒斯坦,19,0,0,2020-03-08
3744,芬兰,19,1,0,2020-03-08
3745,葡萄牙,15,0,0,2020-03-08
3746,格鲁吉亚,13,0,0,2020-03-08
3747,斯洛文尼亚,12,0,0,2020-03-08
3748,罗马尼亚,13,3,0,2020-03-08
3749,阿根廷,9,0,1,2020-03-08
3750,俄罗斯,10,3,0,2020-03-08
3751,沙特阿拉伯,7,0,0,2020-03-08
3752,智利,7,0,0,2020-03-08
3753,墨西哥,7,1,0,2020-03-08
